City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
225,Lisakovsk,KZ,2021-11-06 16:56:09,52.5369,62.4936,31.37,24,90,14.83,overcast clouds
226,Esperance,AU,2021-11-06 16:56:09,-33.8667,121.9,49.84,74,0,4.59,clear sky
227,Embonas,GR,2021-11-06 16:56:09,36.2269,27.8564,65.84,66,13,3.31,few clouds
228,Ilulissat,GL,2021-11-06 16:56:10,69.2167,-51.1,9.55,75,100,5.21,overcast clouds
229,Caruray,PH,2021-11-06 16:56:11,10.3094,119.0128,79.18,84,83,3.56,broken clouds
230,Potam,MX,2021-11-06 16:56:12,27.6,-110.3833,81.91,26,17,2.24,few clouds
231,Zheleznodorozhnyy,RU,2021-11-06 16:52:20,55.7503,38.0042,45.36,66,81,12.44,broken clouds
232,Hami,CN,2021-11-06 16:56:13,42.8,93.45,25.03,40,0,4.41,clear sky
233,Khash,IR,2021-11-06 16:56:13,28.2211,61.2158,58.82,25,91,5.68,overcast clouds
234,Vardo,NO,2021-11-06 16:56:14,70.3705,31.1107,35.06,62,100,25.05,overcast clouds
235,Chalus,IR,2021-11-06 16:56:14,36.655,51.4204,54.86,88,75,0.0,broken clouds
236,Meiganga,CM,2021-11-06 16:56:15,6.5167,14.3,72.54,77,76,5.97,light rain
237,Sitka,US,2021-11-06 16:56:15,57.0531,-135.33,40.8,90,100,9.17,light rain
238,Provideniya,RU,2021-11-06 16:56:16,64.3833,-173.3,7.88,81,6,6.49,clear sky
239,Twin Falls,US,2021-11-06 16:56:16,42.3505,-114.6445,44.31,35,94,2.17,overcast clouds
240,College,US,2021-11-06 16:56:17,64.8569,-147.8028,26.55,83,75,3.44,broken clouds
241,Sompeta,IN,2021-11-06 16:56:18,18.9333,84.6,74.89,72,68,3.87,broken clouds
242,Pimentel,PE,2021-11-06 16:56:18,-6.8367,-79.9342,73.69,56,0,14.97,clear sky
243,Mandurah,AU,2021-11-06 16:56:19,-32.55,115.7,55.17,74,0,14.2,clear sky
244,Kruisfontein,ZA,2021-11-06 16:49:38,-34.0033,24.7314,61.88,69,96,4.52,overcast clouds
245,Mayo,US,2021-11-06 16:56:19,38.8876,-76.5119,57.31,57,79,11.01,broken clouds
246,Caravelas,BR,2021-11-06 16:56:20,-17.7125,-39.2481,80.38,62,82,9.48,broken clouds
247,Slave Lake,CA,2021-11-06 16:56:20,55.2834,-114.769,35.58,64,1,12.66,clear sky
248,Vaini,TO,2021-11-06 16:49:49,-21.2,-175.2,75.36,88,20,5.75,few clouds
249,Platanos,GR,2021-11-06 16:56:21,37.6667,21.6167,71.56,59,100,2.86,overcast clouds
250,Iqaluit,CA,2021-11-06 16:56:22,63.7506,-68.5145,17.33,78,75,15.01,broken clouds
251,Kualakapuas,ID,2021-11-06 16:56:23,-3.0091,114.3876,78.96,91,89,2.53,overcast clouds
252,Norman Wells,CA,2021-11-06 16:49:51,65.282,-126.8329,21.24,93,75,3.44,broken clouds
253,Chingirlau,KZ,2021-11-06 16:56:23,51.095,54.0814,35.4,38,100,14.41,overcast clouds
254,Khromtau,KZ,2021-11-06 16:56:24,50.2503,58.4347,28.85,24,45,10.58,scattered clouds
255,Georgetown,MY,2021-11-06 16:53:32,5.4112,100.3354,80.53,89,40,5.99,scattered clouds
256,Port Hardy,CA,2021-11-06 16:56:24,50.6996,-127.4199,41.0,100,40,3.44,scattered clouds
257,Emerald,AU,2021-11-06 16:56:25,-23.5333,148.1667,73.54,73,40,10.36,scattered clouds
258,Idlib,SY,2021-11-06 16:56:26,35.9306,36.6339,68.65,33,0,0.98,clear sky
259,Katsuura,JP,2021-11-06 16:49:39,35.1333,140.3,59.18,74,100,10.83,overcast clouds
260,Vila Franca Do Campo,PT,2021-11-06 16:56:26,37.7167,-25.4333,70.21,74,49,15.03,scattered clouds
261,Warrnambool,AU,2021-11-06 16:56:27,-38.3833,142.4833,52.83,73,100,10.58,overcast clouds
262,Chino Valley,US,2021-11-06 16:56:27,34.7575,-112.4538,70.84,32,0,4.45,clear sky
263,Altay,CN,2021-11-06 16:56:28,47.8667,88.1167,11.48,56,76,6.73,broken clouds
264,Cajibio,CO,2021-11-06 16:56:29,2.6227,-76.5704,73.09,62,100,4.54,overcast clouds
265,Goma,CD,2021-11-06 16:56:29,-1.6792,29.2228,64.63,87,58,3.29,light rain
266,Parana,AR,2021-11-06 16:54:13,-31.732,-60.5238,73.56,44,28,8.3,scattered clouds
267,Nyurba,RU,2021-11-06 16:56:30,63.2842,118.3319,10.89,97,100,4.09,overcast clouds
268,Marzuq,YE,2021-11-06 16:56:31,14.4,46.4667,73.67,21,87,3.13,overcast clouds
269,Saint George,US,2021-11-06 16:56:31,37.1041,-113.5841,72.07,27,50,4.85,scattered clouds
270,Lagoa,PT,2021-11-06 16:56:32,39.05,-27.9833,68.23,83,100,27.87,overcast clouds
271,Khor,RU,2021-11-06 16:56:32,47.8861,134.9464,18.84,47,28,10.22,scattered clouds
272,Chulym,RU,2021-11-06 16:56:33,55.0997,80.9572,27.84,95,100,13.0,overcast clouds
273,Rach Gia,VN,2021-11-06 16:56:33,10.0167,105.0833,76.95,90,100,7.31,overcast clouds
274,Kahului,US,2021-11-06 16:49:46,20.8947,-156.47,78.84,71,20,12.66,few clouds
275,Kiri Buru,IN,2021-11-06 16:56:34,22.0833,85.35,62.71,61,4,0.49,clear sky
276,Wajima,JP,2021-11-06 16:56:35,37.4,136.9,59.29,66,52,12.17,broken clouds
277,Punta Alta,AR,2021-11-06 16:56:35,-38.8759,-62.0736,67.17,29,77,5.66,broken clouds
278,Arraial Do Cabo,BR,2021-11-06 16:56:36,-22.9661,-42.0278,76.96,60,20,13.8,few clouds
279,Zhigansk,RU,2021-11-06 16:56:36,66.7697,123.3711,-13.27,94,68,6.08,broken clouds
280,Pointe Michel,DM,2021-11-06 16:56:37,15.25,-61.3833,90.54,48,20,6.91,few clouds
281,Codrington,AU,2021-11-06 16:56:37,-38.2667,141.9667,51.93,73,100,9.57,overcast clouds
282,Clyde River,CA,2021-11-06 16:56:38,70.4692,-68.5914,19.63,79,75,6.91,broken clouds
283,Blind River,CA,2021-11-06 16:56:38,46.1834,-82.9582,48.45,65,100,13.51,overcast clouds
284,Tual,ID,2021-11-06 16:56:39,-5.6667,132.75,83.48,73,94,3.87,overcast clouds
285,Neuquen,AR,2021-11-06 16:53:56,-38.9516,-68.0591,67.89,30,0,13.8,clear sky
286,Port Lincoln,AU,2021-11-06 16:56:39,-34.7333,135.8667,55.69,61,100,7.58,overcast clouds
287,Biryusinsk,RU,2021-11-06 16:56:40,55.9634,97.8235,27.55,84,100,13.4,overcast clouds
288,Lasa,IT,2021-11-06 16:56:41,46.6166,10.7002,40.62,74,0,2.8,clear sky
289,Eureka,US,2021-11-06 16:56:41,40.8021,-124.1637,51.93,96,100,1.99,overcast clouds
290,Russell,US,2021-11-06 16:54:18,32.3502,-85.1999,56.48,39,1,13.8,clear sky
291,Korla,CN,2021-11-06 16:56:42,41.7597,86.1469,27.37,41,0,4.63,clear sky
292,Pendleton,US,2021-11-06 16:56:43,45.6721,-118.7886,48.67,86,100,2.55,overcast clouds
293,Samarai,PG,2021-11-06 16:56:43,-10.6167,150.6667,82.2,77,53,13.58,broken clouds
294,Shelburne,CA,2021-11-06 16:56:44,44.0787,-80.2041,48.65,61,80,13.24,broken clouds
295,Durban,ZA,2021-11-06 16:56:09,-29.8579,31.0292,72.52,93,55,8.01,broken clouds
296,Hanyang,CN,2021-11-06 16:56:44,32.1371,105.5126,37.72,44,100,32.88,overcast clouds
297,Margate,GB,2021-11-06 16:56:45,51.3813,1.3862,55.26,75,87,4.0,overcast clouds
298,Torquay,GB,2021-11-06 16:56:46,50.4638,-3.5143,55.85,86,30,5.01,scattered clouds
299,Fomboni,KM,2021-11-06 16:56:46,-12.28,43.7425,81.27,76,43,7.25,scattered clouds
300,Mehamn,NO,2021-11-06 16:56:47,71.0357,27.8492,33.08,62,100,17.9,overcast clouds
301,Ambikapur,IN,2021-11-06 16:56:47,23.1167,83.2,60.66,60,80,2.04,broken clouds
302,Aban,RU,2021-11-06 16:56:48,56.67,96.06,25.86,84,99,12.75,overcast clouds
303,Hamilton,US,2021-11-06 16:56:23,39.1834,-84.5333,57.07,48,2,3.0,clear sky
304,Vung Tau,VN,2021-11-06 16:56:49,10.346,107.0843,80.58,84,52,12.19,broken clouds
305,Thompson,CA,2021-11-06 16:56:49,55.7435,-97.8558,30.36,93,90,5.75,light snow
306,Santa Cruz Cabralia,BR,2021-11-06 16:56:50,-16.2781,-39.0247,80.83,69,20,8.05,few clouds
307,Salamanca,ES,2021-11-06 16:56:07,40.8333,-6.0,48.99,59,3,9.73,clear sky
308,Grindavik,IS,2021-11-06 16:56:50,63.8424,-22.4338,37.35,93,90,16.11,overcast clouds
309,Dunedin,NZ,2021-11-06 16:56:49,-45.8742,170.5036,52.81,81,88,7.0,overcast clouds
310,Naze,JP,2021-11-06 16:56:51,28.3667,129.4833,66.96,88,99,35.01,overcast clouds
311,Hammerfest,NO,2021-11-06 16:56:52,70.6634,23.6821,34.25,80,75,12.66,broken clouds
312,Abong Mbang,CM,2021-11-06 16:56:52,3.9833,13.1833,73.99,85,99,2.37,light rain
313,Nome,US,2021-11-06 16:56:53,64.5011,-165.4064,16.11,89,98,7.81,overcast clouds
314,Shelbyville,US,2021-11-06 16:56:53,35.4834,-86.4603,57.49,72,20,3.0,few clouds
315,Aquiraz,BR,2021-11-06 16:56:54,-3.9014,-38.3911,91.22,57,40,13.09,scattered clouds
316,Tshane,BW,2021-11-06 16:56:54,-24.0196,21.8684,90.39,11,33,8.72,scattered clouds
317,Roald,NO,2021-11-06 16:56:55,62.5833,6.1333,42.01,65,0,6.91,clear sky
318,Simi,SL,2021-11-06 16:56:56,9.5667,-12.35,88.74,68,18,2.08,few clouds
319,Giyani,ZA,2021-11-06 16:56:56,-23.3025,30.7187,85.57,35,55,4.61,broken clouds
320,Avon Park,US,2021-11-06 16:56:57,27.5959,-81.5062,68.05,83,67,15.41,broken clouds
321,Bichena,ET,2021-11-06 16:56:57,10.45,38.2,56.48,60,54,7.31,broken clouds
322,Auki,SB,2021-11-06 16:56:58,-8.7676,160.7034,78.64,79,27,4.12,scattered clouds
323,Beloha,MG,2021-11-06 16:56:58,-25.1667,45.05,69.64,69,98,16.98,overcast clouds
324,Rocha,UY,2021-11-06 16:56:59,-34.4833,-54.3333,65.88,55,100,14.2,overcast clouds
325,Plettenberg Bay,ZA,2021-11-06 16:56:59,-34.0527,23.3716,60.66,69,92,3.36,overcast clouds
326,Yerbogachen,RU,2021-11-06 16:57:00,61.2767,108.0108,14.86,95,98,6.55,overcast clouds
327,Yoro,HN,2021-11-06 16:57:00,15.1333,-87.1333,70.32,100,75,4.61,broken clouds
328,Veraval,IN,2021-11-06 16:57:01,20.9,70.3667,80.44,60,99,6.4,overcast clouds
329,Aleksandrovskoye,RU,2021-11-06 16:57:02,44.7142,43.0008,44.74,82,64,5.08,broken clouds
330,Ajaccio,FR,2021-11-06 16:57:03,42.0,8.9167,57.18,63,0,0.0,clear sky
331,Vaitape,PF,2021-11-06 16:57:03,-16.5167,-151.75,79.86,69,20,5.08,few clouds
332,Khatanga,RU,2021-11-06 16:57:04,71.9667,102.5,11.32,93,100,13.8,overcast clouds
333,Santo Antonio Do Ica,BR,2021-11-06 16:57:04,-3.1022,-67.9397,85.01,77,97,1.63,overcast clouds
334,Savannah Bight,HN,2021-11-06 16:57:05,16.45,-85.85,80.01,74,88,17.56,overcast clouds
335,Griffith,US,2021-11-06 16:57:06,41.5284,-87.4237,55.29,51,1,3.0,clear sky
336,Miramar,US,2021-11-06 16:57:06,25.9873,-80.2323,75.02,75,61,4.0,broken clouds
337,Stephenville Crossing,CA,2021-11-06 16:57:07,48.5,-58.4318,43.21,65,90,19.57,overcast clouds
338,Moen,NO,2021-11-06 16:57:07,69.1304,18.6123,35.67,100,90,0.0,light snow
339,Krasnogvardeyskiy,RU,2021-11-06 16:57:08,57.3793,62.3195,38.73,58,100,13.02,overcast clouds
340,Coquimbo,CL,2021-11-06 16:57:09,-29.9533,-71.3436,61.84,65,1,12.03,clear sky
341,Camargo,MX,2021-11-06 16:55:31,27.6667,-105.1667,72.1,35,42,5.77,scattered clouds
342,Buta,CD,2021-11-06 16:55:09,2.7858,24.73,75.47,85,81,4.21,light rain
343,Richards Bay,ZA,2021-11-06 16:57:09,-28.783,32.0377,70.45,93,53,7.16,light rain
344,Assiniboia,CA,2021-11-06 16:57:10,49.6334,-105.9845,44.51,56,69,6.91,broken clouds
345,Vanavara,RU,2021-11-06 16:57:11,60.34,102.2797,18.3,96,97,6.78,overcast clouds
346,Sao Jose Da Coroa Grande,BR,2021-11-06 16:57:11,-8.8978,-35.1478,84.47,68,20,15.64,few clouds
347,Saint-Joseph,RE,2021-11-06 16:57:12,-21.3667,55.6167,73.78,78,35,9.57,scattered clouds
348,Graham,US,2021-11-06 16:57:12,47.0529,-122.2943,44.28,93,90,1.99,overcast clouds
349,Shingu,JP,2021-11-06 16:57:13,33.7333,135.9833,59.63,78,100,9.73,light rain
350,Road Town,VG,2021-11-06 16:57:13,18.4167,-64.6167,86.04,70,40,10.36,scattered clouds
351,Tenenkou,ML,2021-11-06 16:57:14,14.4572,-4.9169,99.46,14,68,3.83,broken clouds
352,Broome,US,2021-11-06 16:57:14,42.2506,-75.833,50.05,55,6,1.99,clear sky
353,Soe,ID,2021-11-06 16:57:15,-9.8607,124.284,69.58,90,29,3.0,scattered clouds
354,Kharan,PK,2021-11-06 16:55:12,28.5833,65.4167,66.25,30,0,2.17,clear sky
355,Dwarka,IN,2021-11-06 16:57:16,22.2394,68.9678,80.89,52,54,13.8,broken clouds
356,Visnes,NO,2021-11-06 16:57:16,59.3556,5.2242,49.21,93,75,13.8,light rain
357,Zharkent,KZ,2021-11-06 16:57:17,44.1628,80.0,26.96,32,0,2.62,clear sky
358,Aswan,EG,2021-11-06 16:57:17,24.0934,32.907,92.5,17,0,6.91,clear sky
359,Deputatskiy,RU,2021-11-06 16:57:18,69.3,139.9,-0.74,84,100,18.99,overcast clouds
360,Haines Junction,CA,2021-11-06 16:57:18,60.7522,-137.5108,17.55,93,100,0.0,overcast clouds
361,Smithers,CA,2021-11-06 16:57:19,54.7804,-127.1743,28.72,93,20,4.61,few clouds
362,Urucara,BR,2021-11-06 16:57:20,-2.5364,-57.76,96.04,39,72,2.28,moderate rain
363,Dudinka,RU,2021-11-06 16:57:20,69.4058,86.1778,15.22,93,100,24.54,light snow
364,Flinders,AU,2021-11-06 16:55:52,-34.5833,150.8552,67.28,89,57,1.01,broken clouds
365,Elin Pelin,BG,2021-11-06 16:57:21,42.6667,23.6,66.45,82,0,2.3,clear sky
366,Spirit River,CA,2021-11-06 16:57:22,55.7833,-118.8361,35.74,63,6,8.08,clear sky
367,Pizhanka,RU,2021-11-06 16:57:22,57.4604,48.542,45.86,87,100,17.25,light rain
368,Gizo,SB,2021-11-06 16:57:23,-8.103,156.8419,81.66,74,27,5.68,scattered clouds
369,Pandan,PH,2021-11-06 16:57:23,14.0453,124.1694,79.83,90,87,8.9,overcast clouds
370,Itapira,BR,2021-11-06 16:57:24,-22.4361,-46.8217,85.5,28,92,6.55,overcast clouds
371,Hofn,IS,2021-11-06 16:57:24,64.2539,-15.2082,38.08,90,100,16.24,moderate rain
372,Kolpashevo,RU,2021-11-06 16:57:25,58.3131,82.9089,29.5,92,100,13.11,overcast clouds
373,At-Bashi,KG,2021-11-06 16:57:25,41.1702,75.8106,17.02,63,0,7.09,clear sky
374,Bandarbeyla,SO,2021-11-06 16:57:26,9.4942,50.8122,77.61,72,33,12.17,scattered clouds
375,Madang,PG,2021-11-06 16:57:26,-5.2246,145.7966,75.31,88,94,3.2,overcast clouds
376,Rio Grande,BR,2021-11-06 16:53:21,-32.035,-52.0986,66.31,66,96,17.81,overcast clouds
377,Brigantine,US,2021-11-06 16:57:27,39.4101,-74.3646,57.04,57,90,12.71,overcast clouds
378,Canto Do Buriti,BR,2021-11-06 16:57:28,-8.11,-42.9444,89.92,47,45,0.76,scattered clouds
379,Tosya,TR,2021-11-06 16:57:28,41.0155,34.0401,57.99,43,13,3.31,few clouds
380,Shakawe,BW,2021-11-06 16:57:29,-18.3667,21.85,87.3,26,83,4.68,broken clouds
381,Ixtapa,MX,2021-11-06 16:57:29,20.7,-105.2,81.23,78,3,5.99,clear sky
382,Arlit,NE,2021-11-06 16:57:30,18.7369,7.3853,90.3,11,0,7.34,clear sky
383,Kyshtovka,RU,2021-11-06 16:57:30,56.555,76.6271,30.92,88,99,14.9,overcast clouds
384,Laguna,US,2021-11-06 16:57:31,38.421,-121.4238,60.13,91,1,5.75,clear sky
385,Bengkulu,ID,2021-11-06 16:57:31,-3.8004,102.2655,76.23,92,98,9.31,overcast clouds
386,Andros Town,BS,2021-11-06 16:57:32,24.7,-77.7667,75.16,73,99,17.38,light rain
387,Taoudenni,ML,2021-11-06 16:57:32,22.6783,-3.9836,87.94,13,0,7.36,clear sky
388,Lander,US,2021-11-06 16:57:33,42.833,-108.7307,59.97,28,67,3.65,broken clouds
389,Faanui,PF,2021-11-06 16:54:21,-16.4833,-151.75,79.9,69,19,5.06,few clouds
390,Seoul,KR,2021-11-06 16:57:34,37.5683,126.9778,53.04,84,1,2.3,clear sky
391,Pevek,RU,2021-11-06 16:57:35,69.7008,170.3133,-5.03,89,90,7.65,overcast clouds
392,Fare,PF,2021-11-06 16:57:35,-16.7,-151.0167,78.98,72,27,5.64,light rain
393,Taltal,CL,2021-11-06 16:57:36,-25.4,-70.4833,66.67,63,7,9.62,clear sky
394,Ca Mau,VN,2021-11-06 16:57:36,9.1769,105.15,76.8,94,99,4.07,overcast clouds
395,Darab,IR,2021-11-06 16:57:37,28.7519,54.5444,64.02,52,63,4.94,broken clouds
396,Lavrentiya,RU,2021-11-06 16:57:37,65.5833,-171.0,3.67,81,29,8.34,scattered clouds
397,Praia Da Vitoria,PT,2021-11-06 16:57:38,38.7333,-27.0667,73.76,83,40,21.68,scattered clouds
398,Ankang,CN,2021-11-06 16:57:38,32.68,109.0172,40.84,84,100,4.79,light rain
399,Zhezkazgan,KZ,2021-11-06 16:57:39,47.8043,67.7144,29.5,19,1,5.14,clear sky
400,Kundiawa,PG,2021-11-06 16:57:39,-6.0167,144.9667,62.08,97,89,2.73,overcast clouds
401,Atagay,RU,2021-11-06 16:57:40,55.1033,99.3875,27.75,77,100,6.38,overcast clouds
402,Bilma,NE,2021-11-06 16:57:40,18.6853,12.9164,85.42,12,4,4.92,clear sky
403,Lanzhou,CN,2021-11-06 16:57:41,36.0564,103.7922,20.48,64,96,4.14,overcast clouds
404,Puerto El Triunfo,SV,2021-11-06 16:57:41,13.2833,-88.55,89.76,53,38,0.51,scattered clouds
405,Beyneu,KZ,2021-11-06 16:57:42,45.3167,55.2,39.22,47,0,13.13,clear sky
406,Ouango,CF,2021-11-06 16:57:42,4.3133,22.5552,76.5,84,88,6.26,light rain
407,Igarka,RU,2021-11-06 16:57:43,67.4667,86.5833,16.63,94,100,21.09,light snow
408,Igrim,RU,2021-11-06 16:57:43,63.1906,64.4162,38.28,89,100,14.83,overcast clouds
409,Vavoua,CI,2021-11-06 16:57:44,7.3819,-6.4778,87.15,56,46,4.47,scattered clouds
410,Lujan,AR,2021-11-06 16:57:44,-34.5703,-59.105,73.22,48,36,4.0,scattered clouds
411,Tieling,CN,2021-11-06 16:57:45,42.2931,123.8414,31.06,55,100,14.85,overcast clouds
412,La Ronge,CA,2021-11-06 16:57:45,55.1001,-105.2842,37.65,93,90,3.44,light intensity drizzle
413,Raudeberg,NO,2021-11-06 16:57:46,61.9875,5.1352,43.47,72,100,8.01,overcast clouds
414,Abidjan,CI,2021-11-06 16:57:46,5.3094,-4.0197,82.36,83,20,8.05,few clouds
415,Coihaique,CL,2021-11-06 16:54:58,-45.5752,-72.0662,66.81,30,0,10.36,clear sky
416,Araouane,ML,2021-11-06 16:57:47,18.9048,-3.5265,91.89,14,70,8.05,broken clouds
417,Victoria,HK,2021-11-06 16:55:15,22.2855,114.1577,79.32,85,17,3.0,light rain
418,Mountain Home,US,2021-11-06 16:57:48,43.133,-115.6912,49.95,100,75,4.61,broken clouds
419,Jiwani,PK,2021-11-06 16:57:49,25.05,61.7417,79.21,66,0,9.62,clear sky
420,Moroni,KM,2021-11-06 16:57:49,-11.7022,43.2551,82.4,78,20,2.3,few clouds
421,Inhambane,MZ,2021-11-06 16:57:50,-23.865,35.3833,77.0,88,40,11.99,scattered clouds
422,Ola,RU,2021-11-06 16:57:50,59.5833,151.2833,35.15,91,100,12.24,overcast clouds
423,Fort Nelson,CA,2021-11-06 16:57:51,58.8053,-122.7002,31.59,93,90,3.44,snow
424,Ingham,US,2021-11-06 16:57:51,42.6,-84.3833,52.16,55,40,10.36,scattered clouds
425,Boende,CD,2021-11-06 16:57:52,-0.2167,20.8667,78.17,72,46,2.01,scattered clouds
426,Axim,GH,2021-11-06 16:57:52,4.8699,-2.2405,81.37,76,90,7.25,overcast clouds
427,Nchelenge,ZM,2021-11-06 16:57:53,-9.3451,28.734,80.53,48,40,3.2,scattered clouds
428,Darlowo,PL,2021-11-06 16:56:09,54.421,16.4107,47.95,85,100,21.63,overcast clouds
429,Pisco,PE,2021-11-06 16:57:54,-13.7,-76.2167,70.02,82,0,10.36,clear sky
430,Mingyue,CN,2021-11-06 16:57:54,43.1069,128.9217,36.79,85,100,3.74,moderate rain
431,Matamoros,MX,2021-11-06 16:57:55,25.5333,-103.25,68.11,37,15,2.71,few clouds
432,Brazzaville,CG,2021-11-06 16:57:56,-4.2658,15.2832,78.22,85,100,2.98,light rain
433,San Quintin,MX,2021-11-06 16:57:56,30.4833,-115.95,68.09,71,0,7.99,clear sky
434,Iskateley,RU,2021-11-06 16:57:57,67.6803,53.1512,33.89,98,100,9.4,overcast clouds
435,Maloy,NO,2021-11-06 16:57:57,61.9353,5.1136,44.33,72,100,8.01,overcast clouds
436,Galveston,US,2021-11-06 16:57:58,29.3669,-94.9669,66.06,66,0,3.0,clear sky
437,Maarianhamina,AX,2021-11-06 16:57:58,60.0973,19.9348,40.86,70,20,10.36,few clouds
438,Komsomolskiy,UZ,2021-11-06 16:57:59,40.4272,71.7189,38.12,65,75,6.91,haze
439,Krasnoyarskiy,RU,2021-11-06 16:57:59,51.965,59.8967,29.07,27,100,13.73,overcast clouds
440,Chervona Sloboda,UA,2021-11-06 16:58:00,49.3789,32.1464,46.96,67,38,7.47,scattered clouds
441,Khandyga,RU,2021-11-06 16:58:00,62.6667,135.6,-3.33,98,98,3.67,overcast clouds
442,Opuwo,NA,2021-11-06 16:58:01,-18.0607,13.84,89.96,16,100,11.32,overcast clouds
443,Zhuanghe,CN,2021-11-06 16:58:01,39.7008,122.9911,44.17,63,90,9.84,light rain
444,Plakhtiyivka,UA,2021-11-06 16:58:02,46.1006,29.7217,54.1,51,98,8.12,overcast clouds
445,Puerto Escondido,MX,2021-11-06 16:58:03,15.85,-97.0667,85.03,65,1,5.75,clear sky
446,Lazaro Cardenas,MX,2021-11-06 16:58:03,17.9583,-102.2,82.92,69,96,2.21,overcast clouds
447,Kasama,ZM,2021-11-06 16:58:04,-10.2129,31.1808,78.12,23,70,4.47,broken clouds
448,Guarapari,BR,2021-11-06 16:58:04,-20.6667,-40.4975,78.69,73,55,6.73,broken clouds
449,Itoman,JP,2021-11-06 16:58:05,26.1247,127.6694,75.58,83,75,14.97,broken clouds
450,Kyakhta,RU,2021-11-06 16:58:05,50.3508,106.4494,14.18,51,85,3.76,overcast clouds
